Day;Month;Year;SolarHours;AverageTemperatur;Rain;AverageAirPressure;AverageHumidity;EnergyProduction
21;12;2019;0;6.775;0;987.8458333;94.91666667;1047
22;12;2019;1.09;5.954166667;0.1;990.2416667;90.45833333;437
23;12;2019;0;5.5875;6.2;997.6541667;92.125;128
24;12;2019;0;6.591666667;3.5;1003.170833;95;398
25;12;2019;0;5.154166667;0;1011.2625;91.45833333;276
26;12;2019;0;0.8625;0;1021.541667;93.75;994
27;12;2019;3.44;0.375;0;1034.125;85.75;1557
28;12;2019;0;1.020833333;0;1039.795833;79.45833333;492
29;12;2019;0;5.208333333;0;1026.6375;91.5;63
30;12;2019;0;7.070833333;0;1012.8125;93.25;418
31;12;2019;4.49;6.245833333;0;1020.483333;75.29166667;1936
1;1;2020;0;5.85;0;1023.675;81.25;699
2;1;2020;0;5.691666667;0.8;1015.129167;87.16666667;118
3;1;2020;3.63;6.2625;0.7;1003.433333;82.625;1199
4;1;2020;5.69;5.666666667;0;1010.770833;56;1644
5;1;2020;0;5.241666667;1.4;1023.2;81.70833333;767
6;1;2020;0;6.5125;0.6;1016.808333;95.16666667;227
7;1;2020;0;6.016666667;0.4;1012.966667;90.95833333;210
8;1;2020;0.14;6.85;0;1008.108333;84.70833333;1979
9;1;2020;0;5.095833333;8.3;1009.1625;91.04166667;499
10;1;2020;0;4.329166667;1.6;1011.375;91.41666667;555
11;1;2020;0;5.2625;2.7;1015.033333;91.41666667;217
12;1;2020;0;6.1875;0;1006.9125;95.25;1235
13;1;2020;0.43;5.375;3.3;1009.970833;90.66666667;2546
14;1;2020;0;6.3;7.2;995.9125;91.45833333;1676
15;1;2020;0;7.0125;0.8;997.95;90.83333333;290
16;1;2020;0.37;6.558333333;0;1016.070833;87.33333333;1209
17;1;2020;0.76;6.175;3.4;1011.975;92.125;2900
18;1;2020;0;6.0625;1.3;1008.125;91.375;718
19;1;2020;6.69;5.408333333;0;1028.5875;79.08333333;2361
20;1;2020;0.54;5.95;0;1034.479167;90.5;2054
21;1;2020;0;6.575;0;1026.2625;88;1699
22;1;2020;6.99;5.804166667;0;1027.054167;79.66666667;2712
23;1;2020;0;5.791666667;2.1;1022.645833;93.79166667;1580
24;1;2020;0;6.1625;0;1012.066667;89.91666667;992
25;1;2020;2;5.995833333;0.4;1012.5875;87.20833333;3289
26;1;2020;0;5.725;0;1010.7375;93;1324
27;1;2020;0;5.4375;3.8;1001.270833;94.625;106
28;1;2020;0;5.604166667;6.7;987.2333333;93.75;661
29;1;2020;0;5.183333333;7.2;988.9291667;87.58333333;1059
30;1;2020;0.07;4.295833333;18.9;993.45;90;1863
31;1;2020;0.04;5.370833333;2.6;991.4583333;89.875;1709
1;2;2020;0;6.595833333;0.7;986.5583333;95.75;944
2;2;2020;7.75;5.595833333;0;994.1083333;68.875;5118
3;2;2020;5.03;4.645833333;4.5;998.9875;75.79166667;4775
4;2;2020;0;3.275;0;1003.741667;84.875;1805
5;2;2020;4.99;4.783333333;0;1022.629167;75.625;5812
6;2;2020;7.67;5.925;0;1020.3375;88.25;6208
7;2;2020;0.1;4.108333333;0.7;1026.283333;96.625;1053
8;2;2020;0;4.825;2.9;1015.941667;89.79166667;2161
9;2;2020;0;6.045833333;13;987.7791667;92.20833333;117
10;2;2020;0.03;5.841666667;1.1;969.825;79.95833333;3421
11;2;2020;0.07;4.329166667;1.3;977.5875;83.75;2882
12;2;2020;4.32;5.116666667;0;987.3708333;77.58333333;6897
13;2;2020;7.38;4.391666667;0;1002.733333;77.83333333;8259
14;2;2020;2.76;3.666666667;0;1014.091667;88.5;5429
15;2;2020;0;5.566666667;14.8;1007.445833;94.83333333;1722
16;2;2020;0;6.820833333;4.9;986.3666667;91.33333333;813
17;2;2020;0;6.095833333;4.8;991.3041667;85.375;2524
18;2;2020;0.95;5.658333333;0.5;1000.395833;84.58333333;4582
19;2;2020;5.14;5.016666667;0;1003.470833;85.41666667;9583
20;2;2020;0.15;5.2875;9;1002.375;92.91666667;1540
21;2;2020;2.28;5.6875;1.5;1003.058333;83.125;9364
22;2;2020;1.36;5.825;4.2;992.6833333;85.04166667;4482
23;2;2020;0.43;5.708333333;0;994.95;72.95833333;6138
24;2;2020;5.78;4.754166667;8.3;1005.395833;73.58333333;8591
25;2;2020;0;3.029166667;8.2;984.1;93.70833333;1928
26;2;2020;2.29;1.433333333;0;992.325;69.79166667;8959
27;2;2020;9.47;0.516666667;2.9;998.2;65.75;12758
28;2;2020;3.71;2.475;2;1002.441667;85.625;743
29;2;2020;0;3.854166667;7.6;990.2291667;90.95833333;1790
1;3;2020;0.1;5.204166667;0.8;982.4041667;84.875;4416
2;3;2020;3.22;5.004166667;0;991.0625;89.375;13398
3;3;2020;0;3.2125;5.5;1000.2875;88.91666667;5332
4;3;2020;1.48;4.341666667;0.5;1002.895833;88.91666667;8566
5;3;2020;1.28;4.291666667;0;1001.8625;82.95833333;11755
6;3;2020;5.18;3.408333333;0;1003.416667;80.58333333;10441
7;3;2020;2.49;3.383333333;0;1010.7125;89.83333333;14995
8;3;2020;0;5.670833333;0.2;1003.379167;90.16666667;2017
9;3;2020;0.05;5.3375;7.7;1005.241667;96.33333333;4492
10;3;2020;0;5.295833333;6.1;993.4416667;94.5;2657
11;3;2020;9.15;6.308333333;3.2;994.0583333;80.95833333;18414
12;3;2020;0.18;5.120833333;8.4;987.0375;86.58333333;4066
13;3;2020;2.56;3.8125;4.8;1002.429167;69.58333333;7640
14;3;2020;10.62;2.658333333;0;1020.554167;56.54166667;19162
15;3;2020;0;5.4625;4.5;1007.579167;86.29166667;2232
16;3;2020;4.3;5.908333333;0;1012.791667;91.83333333;14105
17;3;2020;0;5.9375;1.5;1018.166667;89.20833333;8723
18;3;2020;3.24;6.254166667;0;1014.166667;85.58333333;7626
19;3;2020;9.51;5.779166667;0;1021.066667;80.75;20685
20;3;2020;11.6;4.445833333;0;1028.666667;59.79166667;20857
21;3;2020;11.87;3.775;0;1036.9375;52.875;21315
22;3;2020;11.11;2.629166667;0;1040.195833;59.625;22494
23;3;2020;6.7;3.820833333;0;1037.691667;63.29166667;21793
24;3;2020;9.37;4.708333333;0;1032.758333;65.04166667;23118
25;3;2020;10.42;5.316666667;0;1030.279167;70.04166667;24007
26;3;2020;11.85;5.070833333;0;1030.879167;81.54166667;23203
27;3;2020;12.02;4.7125;0;1028.579167;76.45833333;23668
28;3;2020;3.68;4.758333333;0;1023.133333;71.375;16627
29;3;2020;12.11;2.658333333;0;1030.795833;49.75;25094
30;3;2020;12.47;3.825;0;1027.175;47.25;25595
31;3;2020;7.66;4.929166667;0;1023.904167;71.625;21661
1;4;2020;7.66;6.183333333;0;1007.504167;83;20942
2;4;2020;2.02;5.570833333;0.4;993.5208333;73.54166667;8766
3;4;2020;10.18;5.05;0;1001.4875;62.29166667;25831
4;4;2020;5.2;5.4375;0;1019.925;76.45833333;25142
5;4;2020;10.89;6.908333333;0;1027.3875;83.75;26142
6;4;2020;12.67;7.904166667;0;1021.366667;70.25;27310
7;4;2020;9.83;7.9125;0;1026.875;80.83333333;28082
8;4;2020;9.76;7.441666667;0.1;1024.120833;84.25;25257
9;4;2020;13.13;7.154166667;0;1020.979167;73.75;28965
10;4;2020;12.95;6.425;0;1025.104167;73.83333333;28390
11;4;2020;1.76;6.033333333;15.7;1022.920833;84.58333333;13358
12;4;2020;1.03;7.645833333;0;1007.795833;83.91666667;13266
13;4;2020;8.75;5.45;0;1011.704167;43.54166667;29310
14;4;2020;10.73;5.770833333;0.2;1016.608333;59.04166667;31251
15;4;2020;6.43;7.8125;0;1010.329167;83.25;27219
16;4;2020;13.75;7.608333333;0;1012.095833;75.95833333;31864
17;4;2020;14.05;6.516666667;0;1020.391667;56.75;31737
18;4;2020;11.54;6.216666667;0;1023.1125;62.75;28845
19;4;2020;14.16;7.358333333;0;1026.8375;73.5;31731
20;4;2020;13.46;8.383333333;0;1029.733333;76.41666667;32825
21;4;2020;14.32;9.466666667;0;1031.8;68.58333333;31805
22;4;2020;14.42;9.7625;0;1030.45;80.79166667;32157
23;4;2020;13.36;10.70833333;0;1020.829167;72.875;32621
24;4;2020;10.48;10.22083333;0;1007.716667;62;30214
25;4;2020;12.26;8.808333333;0;1010.079167;59;34275
26;4;2020;6.39;7.895833333;0.9;1008.6375;82.75;21981
27;4;2020;0;8.079166667;7.2;1005.5375;82.79166667;4950
28;4;2020;5.46;8.358333333;0;1005.083333;74.16666667;31673
29;4;2020;0.99;7.191666667;0;1008.520833;69.66666667;18072
30;4;2020;0.1;6.845833333;7;1003.433333;74.25;9950
1;5;2020;0.01;8.745833333;2;999.0958333;89.95833333;10848
2;5;2020;3.44;8.595833333;6.4;1002.229167;90.58333333;11300
3;5;2020;13.76;9.720833333;0;1009.645833;78.16666667;37321
4;5;2020;6.91;8.375;0;1015.141667;74.20833333;35736
5;5;2020;12.6;8.5;0;1020.116667;67.5;33616
6;5;2020;14.41;9.633333333;0;1017.825;73.83333333;37504
7;5;2020;14.75;10.37083333;0;1017.2125;69.91666667;34650
8;5;2020;6.57;9.779166667;0;1013.120833;78.75;19026
9;5;2020;12.93;10.62083333;0;1013.154167;76.45833333;36144
10;5;2020;1.91;9.670833333;1.8;1006.229167;82.83333333;13417
11;5;2020;15.61;6.120833333;0;1011.0625;48.58333333;38654
12;5;2020;8.73;7.316666667;0.1;1006.279167;54.91666667;27181
13;5;2020;15.87;6.654166667;0;1011.525;47.25;39791
14;5;2020;8.39;8.454166667;0;1013.0125;63.83333333;39409
15;5;2020;7.35;9.35;1.7;1009.791667;73.83333333;32599
16;5;2020;6.19;8.833333333;0;1009.016667;67.54166667;31287
17;5;2020;3.06;9.1875;0;1010.308333;71.91666667;29602
18;5;2020;11.96;9.508333333;1.7;1014.191667;68.45833333;36462
19;5;2020;7.48;9.304166667;0;1015.158333;80.375;32367
20;5;2020;13.29;10.55416667;0;1022.433333;80.08333333;40613
21;5;2020;13.44;11.4875;0;1024.075;71.375;39528
22;5;2020;5.95;12.58333333;5.4;1018.833333;70.04166667;29002
23;5;2020;2.44;11.86666667;1.9;1013.033333;88.66666667;22643
24;5;2020;0.06;10.875;7.4;1013.141667;88.75;15522
25;5;2020;6.55;12.0125;0;1026.9125;86.875;25145
26;5;2020;15.31;12.95;0;1033.679167;82.83333333;40779
27;5;2020;6.85;12.49166667;0;1029.879167;76.66666667;21859
28;5;2020;16.23;12.50833333;0;1030.808333;71.16666667;39555
29;5;2020;16.43;13.0375;0;1030.033333;70.75;41800
30;5;2020;16.55;15.63333333;0;1028.483333;55.08333333;38552
31;5;2020;16.42;16.34166667;0;1029.025;52.91666667;39914
1;6;2020;16.52;15.5625;0;1027;68.66666667;38926
2;6;2020;16.68;16.0125;0;1017.383333;67.625;39211
3;6;2020;10.23;15.14166667;0;1007.679167;79.45833333;28431
4;6;2020;10.67;15.46666667;3.9;998.3583333;54.79166667;37313
5;6;2020;4.46;12.95416667;7;990.3083333;75.04166667;14998
6;6;2020;6.47;12.16666667;0.3;992.2;74.625;21996
7;6;2020;9.57;13.81666667;0;1003.95;72.04166667;35763
8;6;2020;14.44;14.84583333;0;1012.079167;74.83333333;41704
9;6;2020;13.62;14.07916667;0;1018.329167;68.5;36923
10;6;2020;10.39;15.14583333;0;1019.2125;72.04166667;36227
11;6;2020;12.23;19.06666667;0;1019.195833;48.75;37063
12;6;2020;7.59;19.90833333;0;1017.9375;48;37096
13;6;2020;10.17;19.19166667;0;1019.004167;59.08333333;35712
14;6;2020;16.74;18.62916667;0;1019.75;59.29166667;38306
15;6;2020;17.08;18.4;0;1016.820833;67.04166667;41031
16;6;2020;10.5;19.35416667;0;1013.366667;62.91666667;32496
17;6;2020;4.46;18.51666667;0;1013.558333;77.58333333;21046
18;6;2020;10.92;19.32916667;0;1013.345833;77.08333333;33779
19;6;2020;8.02;19.9875;4.3;1012.816667;72.54166667;17130
20;6;2020;1.75;19.0375;7.5;1014.858333;80.04166667;17478
21;6;2020;0.05;17.50416667;36.2;1017.179167;89.16666667;6702
22;6;2020;0.52;17.27083333;4.2;1018.779167;78;24073
23;6;2020;13.79;17.40833333;0;1023.1875;79.75;39413
24;6;2020;16.27;19.20833333;0;1026.85;80.45833333;40639
25;6;2020;16.34;20.04583333;0;1025.5;75.20833333;37542
26;6;2020;14.2;21.95833333;0;1018.479167;68.54166667;39606
27;6;2020;12.76;22.02916667;0;1010.2625;69.79166667;37033
28;6;2020;0.99;20.07083333;0.4;1007.608333;81.91666667;21363
29;6;2020;8.21;18.07083333;3.5;1006.316667;69.375;35338
30;6;2020;1.22;16.1375;1;995.5083333;80.25;20278
1;7;2020;6.18;16.5;0.8;998.4833333;76.125;23533
2;7;2020;11.27;15.93333333;0;1004;61.08333333;39114
3;7;2020;2.16;14.7875;12.7;1008.675;66.95833333;26883
4;7;2020;0.11;15.5125;3.4;1002.695833;88.125;12920
5;7;2020;1.22;16.23333333;14.2;995.9041667;85.16666667;18585
6;7;2020;1.2;14.575;1.3;996.25;78.125;20119
7;7;2020;4.82;14.01666667;0.3;1006.9625;67;32815
8;7;2020;12.2;14.44583333;0;1007.904167;66.04166667;37990
9;7;2020;14.15;14.52916667;0;1010.383333;71.83333333;36423
10;7;2020;7.09;14.35833333;0;1007.920833;71.375;28238
11;7;2020;10.2;15.375;0;1013.379167;69.125;36387
12;7;2020;7.07;15.20833333;0;1019.55;72.25;30904
13;7;2020;4.74;15.49166667;1.7;1018.770833;75.54166667;22902
14;7;2020;0.01;15.3875;21.7;1011.579167;88.70833333;11784
15;7;2020;4.67;15.87083333;0.9;1010.716667;85.25;28830
16;7;2020;8.9;15.82916667;0;1015.179167;76.58333333;26436
17;7;2020;14.01;16.83333333;0;1018.4375;81.04166667;39130
18;7;2020;8.83;17.67083333;0;1018.075;84.75;33239
19;7;2020;0.06;18.44166667;0.6;1014.416667;88.5;25940
20;7;2020;8.07;16.3375;0.3;1012.791667;75.66666667;33773
21;7;2020;10.21;15.80833333;0;1014.6375;67.41666667;34533
22;7;2020;14.08;16.04583333;0;1016.375;69.08333333;37656
23;7;2020;12.35;15.98333333;10.4;1012.341667;72.625;37901
24;7;2020;3.5;15.5;6.7;1003.808333;81.375;13697
25;7;2020;12.6;16.275;0;1008.029167;79.58333333;35968
26;7;2020;0.52;17.2125;2.4;1006.208333;86.125;11034
27;7;2020;11.36;16.9;5.5;1012.883333;81.25;36563
28;7;2020;1.34;16.62083333;1.5;1003.620833;79.79166667;17950
29;7;2020;0.03;15.19583333;2.1;1004.933333;80.25;11247
30;7;2020;0.05;15.1875;0;1011.433333;80.66666667;10088
31;7;2020;14.46;17.24166667;0;1016.879167;81.16666667;33979
1;8;2020;13.2;17.9;0;1016.158333;80.45833333;35595
2;8;2020;1.47;16.95833333;0;1009.270833;81.54166667;10082
3;8;2020;9.84;16.1125;0;1009.541667;74.16666667;28449
4;8;2020;14.15;16.17083333;0.3;1011.754167;66.20833333;35300
5;8;2020;0;16.38333333;8;1012.925;83.625;6685
6;8;2020;8.25;18.6;0;1020.220833;81.04166667;27516
7;8;2020;13.52;19.9375;0;1023.420833;70.91666667;32506
8;8;2020;13.26;20.20833333;0;1022.091667;64.58333333;32812
9;8;2020;14.44;19.90833333;0;1020.983333;80.95833333;30968
10;8;2020;14.48;19.12916667;0;1021.304167;89.29166667;31010
11;8;2020;5.34;20.20833333;0;1023.975;76.375;27634
12;8;2020;13.56;19.81666667;0;1022.558333;71.45833333;30635
13;8;2020;13.1;20.00833333;0;1017.991667;79.16666667;31755
14;8;2020;14.14;20.96666667;0;1014.845833;77.25;31262
15;8;2020;14.41;20.49166667;0;1016.2625;84.66666667;31173
16;8;2020;14.07;21.27083333;0;1015.770833;74.41666667;30710
17;8;2020;11.91;22.74166667;0;1012.3375;70.04166667;26947
18;8;2020;7.56;22.5125;0;1008.508333;72.16666667;28267
19;8;2020;3.96;21.07916667;0;1009.020833;78.20833333;23231
20;8;2020;3.71;20;2.8;1009.4625;85.5;12715
21;8;2020;1.17;20.7625;3.3;1008.125;86.625;14095
22;8;2020;8.94;20.24583333;0;1005.779167;76.54166667;26499
23;8;2020;4.61;18.0125;0;1004.375;75.625;24581
24;8;2020;10.54;16.17083333;0;1007.558333;59.33333333;30002
25;8;2020;11.14;15.89583333;1.4;1007.091667;58.08333333;28386
26;8;2020;0;15.37916667;1.3;999.6708333;79.375;14636
27;8;2020;6.12;16.30833333;0;1009.141667;70.29166667;14675
28;8;2020;2.38;14.85;1.2;1006.395833;78.875;11353
29;8;2020;0.89;14.99166667;1.4;1003.608333;79.45833333;10844
30;8;2020;11.58;15.15416667;0;1010.066667;79.83333333;26367
31;8;2020;13.45;14.55416667;0;1017.654167;68.125;27954
1;9;2020;11.92;15.80416667;0;1021.904167;71.58333333;26043
2;9;2020;8.96;16.61666667;0;1020.025;63.375;20788
3;9;2020;7.9;16.175;2.5;1012.9125;81.04166667;20872
4;9;2020;3.44;16.80833333;0;1010.429167;74.125;19913
5;9;2020;5.22;15.275;0.4;1007.704167;73.125;19547
6;9;2020;6.1;14.7875;0;1009.7;70.58333333;19504
7;9;2020;9.2;15.6125;5.7;1015.0125;66.83333333;23865
8;9;2020;5.22;16.025;0.9;1012.2375;78.375;21118
9;9;2020;4.36;16.07916667;0;1008.495833;80.66666667;10933
10;9;2020;10.41;14.2875;0;1013.941667;59.45833333;23010
11;9;2020;1.5;14.75416667;4.9;1012.4;73.45833333;11371
12;9;2020;0.85;14.725;5.4;1008.9625;79.625;6177
13;9;2020;0;15.08333333;0.7;1014.766667;86.54166667;4521
14;9;2020;0.73;16.44583333;0;1021.629167;90.79166667;15390
15;9;2020;4.68;15.20833333;0;1020.725;97.375;15988
16;9;2020;5.19;14.8375;0;1017.904167;72.79166667;12547
17;9;2020;11.28;11.9125;0;1030.345833;60.04166667;20740
18;9;2020;3.58;14.20833333;0;1026.7125;80.79166667;14240
19;9;2020;4.6;14.21666667;0;1023.595833;93.25;14270
20;9;2020;0.01;14.11666667;0;1021.366667;87.75;4592
21;9;2020;0;13.8375;0;1016.0375;86.375;3625
22;9;2020;0.91;14.56666667;0;1008.491667;82.29166667;18224
23;9;2020;8.48;15.76666667;0;1000.716667;87.25;17719
24;9;2020;5.87;16.08333333;1.3;997.075;77.79166667;13380
25;9;2020;0;13.9875;26.4;998.2625;80.70833333;4531
26;9;2020;1.06;15.42916667;0;998.2583333;89.125;7200
27;9;2020;3.31;16.52916667;0;1008.704167;87.20833333;16237
28;9;2020;4.61;15.54166667;1.2;1011.954167;84.75;8318
29;9;2020;6.88;14.6375;0;1015.691667;83.33333333;12027
30;9;2020;1.65;14.50833333;0;1015.841667;85.83333333;10166
1;10;2020;1.51;13.8;0;1011.079167;79.95833333;10353
2;10;2020;5.3;15.79166667;0;1008.729167;74.16666667;12394
3;10;2020;0.54;15.5;0;1004.554167;77.625;7334
4;10;2020;0;15.36666667;12.1;996.1333333;86.33333333;950
5;10;2020;8.31;14.18333333;0.5;1004.2;78.91666667;13812
6;10;2020;3.36;13.78333333;4;871.6166667;75.75;8640
7;10;2020;0.76;13.57083333;1.3;1000.291667;85;7113
8;10;2020;0.37;13.025;7.5;1005.4375;83.66666667;7375
9;10;2020;4.78;12.425;9.5;1009.075;70.45833333;11265
10;10;2020;1.34;11.40416667;3.7;1008.808333;73.66666667;8372
11;10;2020;0.84;11.05416667;3.3;1011.770833;77.04166667;10321
12;10;2020;5.41;12.1375;7.1;1013.075;75.58333333;12531
13;10;2020;5.52;10.67083333;0;1019.041667;78.75;10221
14;10;2020;6.03;8.295833333;0;1024.625;70.66666667;12032
15;10;2020;9.54;8.308333333;0;1024.475;69.75;11440
16;10;2020;5.42;8.925;0;1024.308333;76.04166667;9591
17;10;2020;5.34;9.595833333;0;1016.441667;77.41666667;9437
18;10;2020;9.2;9.1375;0;1011.3875;51.125;10352
19;10;2020;7.13;9.533333333;0.2;1015.416667;59.79166667;10615
20;10;2020;0;11.05;3.3;1009.295833;79.66666667;2709
21;10;2020;0;11.87083333;28.3;1000.141667;96.83333333;1129
22;10;2020;0;12.47916667;2.1;996.6916667;93.5;4472
23;10;2020;3.7;11.175;7.9;1003.2625;76;4166
24;10;2020;2.4;11.71666667;0;1003.308333;85.58333333;7644
25;10;2020;0;12.17916667;6.2;998.175;90.54166667;459
26;10;2020;0;11.54166667;0.9;998.6708333;87.45833333;2844
27;10;2020;0.15;10.96666667;3.4;997.9666667;80.375;3338
28;10;2020;4.05;11.15;3.2;998.325;82.5;6611
29;10;2020;2.09;10.38333333;1;1004.470833;82.25;3595
30;10;2020;0;9.7875;0.8;1011.691667;91.75;2973
31;10;2020;6.56;11.35833333;2.2;1015.6625;91.08333333;6450
1;11;2020;1.62;11.82916667;6.4;1003.929167;91.83333333;5110
2;11;2020;0;12.775;2;993.5625;94.20833333;1601
3;11;2020;2.38;11.1625;3;1010.233333;79.66666667;4101
4;11;2020;4.21;10.05833333;0;1017.291667;75.04166667;5503
5;11;2020;0;11.2375;0;1022.554167;83.125;1626
6;11;2020;7.44;11.77916667;0;1026.691667;86.70833333;5353
7;11;2020;0;10.65416667;0;1023.4875;88.08333333;1736
8;11;2020;1.3;10.46666667;0;1024.5125;81.5;4222
9;11;2020;0;9.016666667;0;1029.175;80.625;1090
10;11;2020;0;9.35;0;1030.283333;83.41666667;590
11;11;2020;0;8.141666667;0.4;1025.970833;85.95833333;162
12;11;2020;0;7.375;0.1;1018.9125;88;558
13;11;2020;0;8.766666667;2.3;1014.129167;91.58333333;1575
14;11;2020;2.98;9.625;0.2;1012.425;89.04166667;4161
15;11;2020;0;10.67083333;3.1;1004.6125;91;3393
16;11;2020;0.12;10.48333333;0.9;1001.6625;87.66666667;1200
17;11;2020;0;10.57083333;10.6;1009.641667;92.70833333;450
18;11;2020;0;11.0875;2.2;1008.7125;93.45833333;1040
19;11;2020;1.11;8.2;0.7;1001.104167;65.5;1484
20;11;2020;5.99;7.029166667;3.2;1022.704167;52.66666667;2708
21;11;2020;0;8.820833333;4.3;1011.65;86.33333333;30
22;11;2020;0.16;8.991666667;2.8;1007.345833;74.16666667;2447
23;11;2020;4.16;8.558333333;6.5;1013.2625;74.58333333;2629
24;11;2020;0;9.616666667;3.2;1012.658333;92.5;201
25;11;2020;0.2;8.8875;2.3;1012.104167;88.29166667;2355
26;11;2020;5.14;8.120833333;0;1013.041667;80.95833333;1794
27;11;2020;6.82;3.095833333;0;1021.895833;87.58333333;1764
28;11;2020;1.53;0.2625;0;1028.366667;93.41666667;979
29;11;2020;0;0.870833333;0;1028.704167;88.625;358
30;11;2020;0;4.520833333;6.8;1016.575;82;185
1;12;2020;1.95;4.191666667;0.6;1018.6875;89;785
2;12;2020;0;4.683333333;0;1018.925;82.33333333;217
3;12;2020;0;3.895833333;0.4;1002.220833;78.66666667;381
4;12;2020;0;3.958333333;0.3;997.6583333;82.45833333;382
5;12;2020;0;5.65;0;1002.204167;86.91666667;824
6;12;2020;0;6.4375;0;1007.370833;88.125;229
7;12;2020;0;6.954166667;0.4;1004.4;85.29166667;954
8;12;2020;0;5;1.4;1010.075;92.33333333;131
9;12;2020;0;4.741666667;6.8;1014.1;91;188
10;12;2020;0;4.204166667;0;1012.2875;86.875;53
11;12;2020;0;3.070833333;0;1006.058333;82.08333333;442
12;12;2020;0;4.258333333;0.6;1006.495833;86.29166667;497
13;12;2020;0;5.15;0;1011.383333;92.54166667;209
14;12;2020;0;5.270833333;3.6;1008.595833;89.125;868
15;12;2020;0;6.8;4.7;1007.0125;97.41666667;100
16;12;2020;0;6.954166667;0;1015.2375;96.375;963
17;12;2020;0;6.708333333;10;1012.266667;95.625;63
18;12;2020;0;7.054166667;5.7;1014.483333;95;307
19;12;2020;0.04;6.404166667;0.8;1013.058333;94.33333333;1290
20;12;2020;0;6.920833333;0;1013.8;95.5;696
21;12;2020;0;6.8125;3.9;1012.6125;92.375;473
22;12;2020;0;6.541666667;4.9;1002.079167;89.41666667;368
23;12;2020;1.58;6.2375;0;1006.6375;85.58333333;1761
24;12;2020;3.56;2.904166667;0;1009.529167;83.91666667;1410
25;12;2020;4.41;1.591666667;0;1017.375;66.54166667;852
26;12;2020;0;4.3375;11.4;1006.358333;87.5;420
27;12;2020;0;4.358333333;20.6;982.6708333;95.08333333;27
28;12;2020;0;3.825;0.4;984.1;89.70833333;279
29;12;2020;0;4.3625;4;986.8916667;90.54166667;215
30;12;2020;0;4.475;5.4;993.2208333;89.70833333;459
31;12;2020;0;4.683333333;2.4;998.2041667;90.91666667;247
